id,category,query1,query2,label
970,支气管炎,支气管炎有什么偏方吗?,治疗支气管炎的偏方是什么？,1
971,支气管炎,支气管炎有什么偏方吗?,支气管炎有哪些偏方？,1
972,支气管炎,支气管炎有什么偏方吗?,支气管炎是什么？,0
973,支气管炎,支气管炎有什么偏方吗?,支气管炎有哪些症状？,0
974,支气管炎,支气管炎有什么偏方吗?,支气管炎传染吗？,0
975,支气管炎,支气管炎治疗偏方有什么?,治疗支气管炎的偏方有哪些,1
976,支气管炎,支气管炎治疗偏方有什么?,支气管炎偏方如何治疗,1
977,支气管炎,支气管炎治疗偏方有什么?,支气管炎常规治疗方法有哪些,0
978,支气管炎,支气管炎治疗偏方有什么?,支气管炎饮食有禁忌吗,0
979,支气管炎,支气管炎治疗偏方有什么?,支气管炎的常用药物是什么,0
980,支气管炎,支气管炎治疗偏方有什么?,支气管炎有哪些治疗的偏方？,1
981,支气管炎,支气管炎治疗偏方有什么?,治疗支气管炎的偏方有哪些？,1
982,支气管炎,支气管炎治疗偏方有什么?,支气管炎治疗的医院方法有哪些,0
983,支气管炎,支气管炎治疗偏方有什么?,支气管炎的预防方法有哪些？,0
984,支气管炎,支气管炎治疗偏方有什么?,如何预防支气管炎,0
985,支气管炎,支气管炎用药能根治吗,支气管炎能用药彻底治好吗？,1
986,支气管炎,支气管炎用药能根治吗,支气管炎可否用药根治疾病？,1
987,支气管炎,支气管炎用药能根治吗,支气管炎病的治疗方法有什么？,0
988,支气管炎,支气管炎用药能根治吗,支气管炎病的病因是什么？,0
989,支气管炎,支气管炎用药能根治吗,支气管炎病的症状是什么？,0
990,支气管炎,支气管炎的最好治疗方法是什么,什么方法治疗支气管炎最有效？,1
991,支气管炎,支气管炎的最好治疗方法是什么,支气管炎的最管用的治疗方法有什么？,1
992,支气管炎,支气管炎的最好治疗方法是什么,过敏性肺炎传染吗？,0
993,支气管炎,支气管炎的最好治疗方法是什么,过敏性肺炎怎么护理？,0
994,支气管炎,支气管炎的最好治疗方法是什么,治疗肺炎要吃什么药？,0
995,支气管炎,支气管炎的治疗方法是什么?,支气管炎的是怎样治疗的,1
996,支气管炎,支气管炎的治疗方法是什么?,支气管炎都有哪些治疗手段,1
997,支气管炎,支气管炎的治疗方法是什么?,支气管炎可以剧烈运动吗,0
998,支气管炎,支气管炎的治疗方法是什么?,支气管炎能做有氧运动吗,0
999,支气管炎,支气管炎的治疗方法是什么?,支气管炎的过敏原是什么,0
1000,肺结核,3岁宝宝肺结核，弱阳性是什么啊。,3岁宝宝肺结核，弱阳性是什么意思？,1
1001,肺结核,3岁宝宝肺结核，弱阳性是什么啊。,3岁宝宝肺结核，弱阳性代表什么？,1
1002,肺结核,3岁宝宝肺结核，弱阳性是什么啊。,肺结核弱阳性有哪些症状？,0
1003,肺结核,3岁宝宝肺结核，弱阳性是什么啊。,肺结核好治吗？,0
1004,肺结核,3岁宝宝肺结核，弱阳性是什么啊。,肺结核弱阳性怎么治？,0
1005,肺结核,URI-肺结核的症状有哪些,URI-肺结核有哪些症状,1
1006,肺结核,URI-肺结核的症状有哪些,URI-肺结核的症状是什么,1
1007,肺结核,URI-肺结核的症状有哪些,URI-肺结核怎样治疗,0
1008,肺结核,URI-肺结核的症状有哪些,URI-肺结核是怎样引起的,0
1009,肺结核,URI-肺结核的症状有哪些,URI-肺结核吃什么药物可以治疗,0
1010,肺结核,肺结核会引起荨麻疹吗？,荨麻疹可能会是由肺结核引起的吗？,1
1011,肺结核,肺结核会引起荨麻疹吗？,如果肺结核了就可能引起荨麻疹吗？,1
1012,肺结核,肺结核会引起荨麻疹吗？,肺结核与荨麻疹的区别是什么？,0
1013,肺结核,肺结核会引起荨麻疹吗？,肺结核与荨麻疹哪一个更严重？,0
1014,肺结核,肺结核会引起荨麻疹吗？,肺结核与荨麻疹治疗方式相同吗？,0
1015,肺结核,肺结核可以吃异烟肼吗？,肺结核能吃异烟肼吗？,1
1016,肺结核,肺结核可以吃异烟肼吗？,肺结核可不可以吃异烟肼？,1
1017,肺结核,肺结核可以吃异烟肼吗？,肺结核吃头孢还是异烟肼,0
1018,肺结核,肺结核可以吃异烟肼吗？,肺结核阿莫西林和异烟肼可以一起吃吗,0
1019,肺结核,肺结核可以吃异烟肼吗？,肺结核，吃了三天异烟肼，可否换成头孢？,0
1020,肺结核,肺结核可以吃异烟肼吗？,肺结核吃异烟肼有效果吗,1
1021,肺结核,肺结核可以吃异烟肼吗？,肺结核需要吃异烟肼吗？,1
1022,肺结核,肺结核可以吃异烟肼吗？,肺结核是什么症状,0
1023,肺结核,肺结核可以吃异烟肼吗？,肺结核需要吃药什么药,0
1024,肺结核,肺结核可以吃异烟肼吗？,异烟肼作用是什么,0
1025,肺结核,肺结核吃什么药好,肺结核吃什么药才能好？,1
1026,肺结核,肺结核吃什么药好,肺结核有什么特效药？,1
1027,肺结核,肺结核吃什么药好,小孩肺结核吃什么药好?,0
1028,肺结核,肺结核吃什么药好,宝宝肺结核吃什么药好？,0
1029,肺结核,肺结核吃什么药好,肺结核有哪些药可以吃？,0
1030,肺结核,肺结核咳嗽厉害吃什么药,肺结核咳嗽吃什么药,1
1031,肺结核,肺结核咳嗽厉害吃什么药,肺结核咳嗽厉害吃哪种药,1
1032,肺结核,肺结核咳嗽厉害吃什么药,肺结核引发的咳嗽吃什么药,0
1033,肺结核,肺结核咳嗽厉害吃什么药,肺结核咳嗽吃什么药效果好,0
1034,肺结核,肺结核咳嗽厉害吃什么药,肺结核咳嗽厉害吃什么药最有效？,0
1035,肺结核,肺结核如何诊断检查,肺结核怎样诊断检查,1
1036,肺结核,肺结核如何诊断检查,做什么检查可以查出肺结核,1
1037,肺结核,肺结核如何诊断检查,肺结核怎么办,0
1038,肺结核,肺结核如何诊断检查,如何预防肺结核,0
1039,肺结核,肺结核如何诊断检查,肺结核吃什么药,0
1040,肺结核,肺结核引起的原因有哪些,肺结核主要引起的原因 ?,1
1041,肺结核,肺结核引起的原因有哪些,引起肺结核的原因是什么？,1
1042,肺结核,肺结核引起的原因有哪些,反复肺结核，什么原因导致？,0
1043,肺结核,肺结核引起的原因有哪些,小儿肺结核是什么原因引起的？,0
1044,肺结核,肺结核引起的原因有哪些,"肺结核,引起的发烧,一直不降,什么原因",0
1045,肺结核,肺结核引起的原因有哪些,肺结核是什么原因造成的,1
1046,肺结核,肺结核引起的原因有哪些,反复肺结核，什么原因导致,0
1047,肺结核,肺结核引起的原因有哪些,造成妊娠合并急性肺结核的原因有哪些？,0
1048,肺结核,肺结核引起肺部感染怎么办啊？,怎么应对因肺结核引起的肺部感染？,1
1049,肺结核,肺结核引起肺部感染怎么办啊？,怎么应对肺部感染？因肺结核引起的。,1
1050,肺结核,肺结核引起肺部感染怎么办啊？,肺结核引起肺部感染的原因有哪些？,0
1051,肺结核,肺结核引起肺部感染怎么办啊？,肺结核引起肺部感染会自己好吗？,0
1052,肺结核,肺结核引起肺部感染怎么办啊？,肺结核引起肺部感染该如何治疗？,0
1053,肺结核,肺结核用什么药?,肺结核应该吃什么药,1
1054,肺结核,肺结核用什么药?,什么药治疗肺结核,1
1055,肺结核,肺结核用什么药?,肺结核的后遗症有哪些,0
1056,肺结核,肺结核用什么药?,肺结核喝中药好吗,0
1057,肺结核,肺结核用什么药?,肺结核会引起咳嗽吗,0
1058,肺结核,肺结核用什么药?,肺结核应该吃什么药,1
1059,肺结核,肺结核用什么药?,肺结核怎么治疗,1
1060,肺结核,肺结核用什么药?,肺结核的症状是什么,0
1061,肺结核,肺结核用什么药?,肺结核的起因是什么,0
1062,肺结核,肺结核用什么药?,怎样判断是肺结核,0
1063,肺结核,肺结核的治疗方法,肺结核的治疗方法有哪些,1
1064,肺结核,肺结核的治疗方法,肺结核有什么办法治疗？,1
1065,肺结核,肺结核的治疗方法,孕妇肺结核治疗方法？,0
1066,肺结核,肺结核的治疗方法,急性肺结核的治疗方法,0
1067,肺结核,肺结核的治疗方法,咨询肺结核的症状和治疗方法,0
1068,肺结核,两岁六个月宝宝肺结核怎么办？,两岁六个月宝宝肺结核如何是好？,1
1069,肺结核,两岁六个月宝宝肺结核怎么办？,两岁六个月宝宝肺结核该怎么治疗？,1
1070,肺结核,两岁六个月宝宝肺结核怎么办？,宝宝肺结核多久能好？,0
1071,肺结核,两岁六个月宝宝肺结核怎么办？,小孩肺结核的症状有哪些？,0
1072,肺结核,两岁六个月宝宝肺结核怎么办？,宝宝肺结核严重吗？,0
1073,肺结核,中医怎么治疗肺结核好?,肺结核中医有什么好办法治疗？,1
1074,肺结核,中医怎么治疗肺结核好?,中医治疗肺结核哪些方法好？,1
1075,肺结核,中医怎么治疗肺结核好?,肺结核中医可以治疗吗,0
1076,肺结核,中医怎么治疗肺结核好?,怎样预防肺结核病？,0
1077,肺结核,中医怎么治疗肺结核好?,怎么样算是肺结核病呢？,0
1078,肺结核,什么是小儿肺结核,小儿肺结核症状是什么,1
1079,肺结核,什么是小儿肺结核,小儿肺结核是指什么,1
1080,肺结核,什么是小儿肺结核,小儿肺结核用什么药,0
1081,肺结核,什么是小儿肺结核,小儿肺结核护理是什么,0
1082,肺结核,什么是小儿肺结核,小儿肺结核会交叉感染吗,0
1083,肺结核,儿童肺结核要吃什么药物?,儿童肺结核可以吃什么药,1
1084,肺结核,儿童肺结核要吃什么药物?,儿童肺结核能吃什么药好的快,1
1085,肺结核,儿童肺结核要吃什么药物?,儿童肺结核是呼吸道疾病吗,0
1086,肺结核,儿童肺结核要吃什么药物?,儿童上呼吸道感后咳嗽怎么办,0
1087,肺结核,儿童肺结核要吃什么药物?,儿童肺结核有痰怎么办,0
1088,肺结核,儿童肺结核怎么治疗,孩子得了肺结核要怎么治疗？,1
1089,肺结核,儿童肺结核怎么治疗,儿童肺结核该如何治疗？,1
1090,肺结核,儿童肺结核怎么治疗,怎么确定宝宝得了肺结核？,0
1091,肺结核,儿童肺结核怎么治疗,小孩子得了肺结核会传染给大人吗？,0
1092,肺结核,儿童肺结核怎么治疗,小孩子肺结核有什么症状？,0
1093,肺结核,北京治疗肺结核哪里比较好?,北京哪个医院治疗肺结核比较好？,1
1094,肺结核,北京治疗肺结核哪里比较好?,北京治疗肺结核比较好的地方是哪里？,1
1095,肺结核,北京治疗肺结核哪里比较好?,治疗肺结核药有哪些？,0
1096,肺结核,北京治疗肺结核哪里比较好?,如何治疗肺结核,0
1097,肺结核,北京治疗肺结核哪里比较好?,应如何治疗肺结核？,0
1098,肺结核,变应性肺结核就是肺结核吗？,变应性肺结核与肺结核一样吗？,1
1099,肺结核,变应性肺结核就是肺结核吗？,变应性肺结核是否就是肺结核？,1
1100,肺结核,变应性肺结核就是肺结核吗？,变应性肺结核的饮食禁忌有哪些？,0
1101,肺结核,变应性肺结核就是肺结核吗？,变应性肺结核怎么治疗？,0
1102,肺结核,变应性肺结核就是肺结核吗？,变应性肺结核能跑步吗？,0
1103,肺结核,肺结核在饮食上应注意什么,肺结核饮食应注意哪些事项？,1
1104,肺结核,肺结核在饮食上应注意什么,肺结核饮食需要注意什么？,1
1105,肺结核,肺结核在饮食上应注意什么,如何诊断儿童咳嗽肺结核？,0
1106,肺结核,肺结核在饮食上应注意什么,咳嗽肺结核的症状有哪些？,0
1107,肺结核,肺结核在饮食上应注意什么,肺结核吃什么药？,0
1108,肺结核,肺结核应该怎么治?,肺结核怎么办,1
1109,肺结核,肺结核应该怎么治?,肺结核怎样治疗,1
1110,肺结核,肺结核应该怎么治?,咳嗽和肺结核有关系吗,0
1111,肺结核,肺结核应该怎么治?,肺结核和肺结核的有区别吗,0
1112,肺结核,肺结核应该怎么治?,肺结核初期是什么症状,0
1113,肺结核,肺结核患者应该注意什么?,咳嗽肺结核病人有什么注意事项吗？,1
1114,肺结核,肺结核患者应该注意什么?,肺结核患者日常生活注意事项有哪些？,1
1115,肺结核,肺结核患者应该注意什么?,咳嗽变异性型肺结核的症状有什么？,0
1116,肺结核,肺结核患者应该注意什么?,治咳嗽肺结核有什么好的方法吗？,0
1117,肺结核,肺结核患者应该注意什么?,咳嗽肺结核有什么特点？,0
1118,肺结核,肺结核病是什么原因导致的,肺结核病是怎么造成的？,1
1119,肺结核,肺结核病是什么原因导致的,引发肺结核病的原因是什么？,1
1120,肺结核,肺结核病是什么原因导致的,肺结核的症状有哪些？,0
1121,肺结核,肺结核病是什么原因导致的,咳嗽肺结核病人有什么注意事项吗？,0
1122,肺结核,肺结核病是什么原因导致的,肺结核可以吃什么食物？,0
1123,肺结核,肺结核的饮食注意，哪些食物不能吃,肺结核的饮食要注意什么，什么不能吃？,1
1124,肺结核,肺结核的饮食注意，哪些食物不能吃,肺结核的饮食注意事项有什么忌吃什么？,1
1125,肺结核,肺结核的饮食注意，哪些食物不能吃,变异肺结核做什么检查？,0
1126,肺结核,肺结核的饮食注意，哪些食物不能吃,肺结核用什么药最好？,0
1127,肺结核,肺结核的饮食注意，哪些食物不能吃,是什么导致肺结核？,0
1128,肺结核,肺结核需要做哪些检查,肺结核要做哪些检查项目？,1
1129,肺结核,肺结核需要做哪些检查,肺结核要做什么样的检查？,1
1130,肺结核,肺结核需要做哪些检查,肺结核的症状有什么？,0
1131,肺结核,肺结核需要做哪些检查,什么是变异性咳嗽肺结核？,0
1132,肺结核,肺结核需要做哪些检查,肺结核注意些什么？,0
1133,肺结核,肺结核需要做哪些检查,肺结核的检查项目有哪些？,1
1134,肺结核,肺结核需要做哪些检查,肺结核确诊需要哪些检查？,1
1135,肺结核,肺结核需要做哪些检查,检查肺结核花多少钱,0
1136,肺结核,肺结核需要做哪些检查,肺结核有哪几种,0
1137,肺结核,肺结核需要做哪些检查,肺结核吃什么好？,0
1138,肺结核,只咳嗽，不喘是不是咳嗽肺结核,只咳嗽，不喘能确认是咳嗽肺结核吗,1
1139,肺结核,只咳嗽，不喘是不是咳嗽肺结核,咳嗽五个月不伴喘是肺结核吗,1
1140,肺结核,只咳嗽，不喘是不是咳嗽肺结核,经常咳嗽喘不上气会是混合性肺结核？,0
1141,肺结核,只咳嗽，不喘是不是咳嗽肺结核,有不咳不喘的肺结核吗？,0
1142,肺结核,只咳嗽，不喘是不是咳嗽肺结核,我最近咳嗽气喘是肺结核吗？,0
1143,肺结核,咳嗽3个月了，可能是肺结核吗,长期咳嗽会不会导致肺结核,1
1144,肺结核,咳嗽3个月了，可能是肺结核吗,咳嗽3个月了，如何判断是不是肺结核,1
1145,肺结核,咳嗽3个月了，可能是肺结核吗,肺结核能治愈吗,0
1146,肺结核,咳嗽3个月了，可能是肺结核吗,肺结核影响肺功能吗,0
1147,肺结核,咳嗽3个月了，可能是肺结核吗,肺结核是怎么得的,0
1148,肺结核,咳嗽肺结核不能吃什么,咳嗽肺结核怎样注意饮食,1
1149,肺结核,咳嗽肺结核不能吃什么,咳嗽肺结核饮食方面如何护理,1
1150,肺结核,咳嗽肺结核不能吃什么,咳嗽肺结核是怎么回事,0
1151,肺结核,咳嗽肺结核不能吃什么,咳嗽肺结核是怎么得的,0
1152,肺结核,咳嗽肺结核不能吃什么,咳嗽肺结核吃什么药可以缓解,0
1153,肺结核,咳嗽肺结核会给患者带来哪些危害?,咳嗽肺结核对患者有什么危害?,1
1154,肺结核,咳嗽肺结核会给患者带来哪些危害?,咳嗽肺结核对患者有哪些伤害?,1
1155,肺结核,咳嗽肺结核会给患者带来哪些危害?,咳嗽肺结核病人有什么注意事项吗？,0
1156,肺结核,咳嗽肺结核会给患者带来哪些危害?,肺结核老患者如何用药？,0
1157,肺结核,咳嗽肺结核会给患者带来哪些危害?,咳嗽肺结核有什么症状？,0
1158,肺结核,咳嗽肺结核可以彻底治愈吗,咳嗽肺结核能治好吗,1
1159,肺结核,咳嗽肺结核可以彻底治愈吗,咳嗽肺结核可以根治吗,1
1160,肺结核,咳嗽肺结核可以彻底治愈吗,咳嗽肺结核是怎样诊断的,0
1161,肺结核,咳嗽肺结核可以彻底治愈吗,咳嗽肺结核治疗方法有多少,0
1162,肺结核,咳嗽肺结核可以彻底治愈吗,咳嗽肺结核有危害吗,0
1163,肺结核,咳嗽肺结核怎么治？,咳嗽肺结核如何治疗？,1
1164,肺结核,咳嗽肺结核怎么治？,该怎么治咳嗽肺结核？,1
1165,肺结核,咳嗽肺结核怎么治？,咳嗽肺结核能根治？,0
1166,肺结核,咳嗽肺结核怎么治？,咳嗽肺结核可以吃什么？,0
1167,肺结核,咳嗽肺结核怎么治？,如何诊断儿童咳嗽肺结核？,0
1168,肺结核,咳嗽肺结核的危害大吗,咳嗽肺结核的危害大不大？,1
1169,肺结核,咳嗽肺结核的危害大吗,咳嗽肺结核的危害是不是很大？,1
1170,肺结核,咳嗽肺结核的危害大吗,咳嗽肺结核有哪些症状？,0
1171,肺结核,咳嗽肺结核的危害大吗,咳嗽肺结核的病因是什么？,0
1172,肺结核,咳嗽肺结核的危害大吗,咳嗽肺结核吃什么药啊？,0
1173,肺结核,咳嗽肺结核该怎么治疗最好,咳嗽肺结核的病症怎么治疗好呢？,1
1174,肺结核,咳嗽肺结核该怎么治疗最好,怎样能够有效治疗咳嗽肺结核呢,1
1175,肺结核,咳嗽肺结核该怎么治疗最好,咳嗽肺结核原因是什么？,0
1176,肺结核,咳嗽肺结核该怎么治疗最好,咳嗽肺结核症状有什么,0
1177,肺结核,咳嗽肺结核该怎么治疗最好,咳嗽肺结核的症状特点有哪些？,0
1178,肺结核,肺结核一个月多了，夜里反复怎么办,肺结核一个月多了，夜里反复该如何是好？,1
1179,肺结核,肺结核一个月多了，夜里反复怎么办,肺结核一个月多了，夜里反复怎么治疗？,1
1180,肺结核,肺结核一个月多了，夜里反复怎么办,肺结核病人平时应注意什么好？,0
1181,肺结核,肺结核一个月多了，夜里反复怎么办,肺结核病有哪些症状？,0
1182,肺结核,肺结核一个月多了，夜里反复怎么办,肺结核会不会传染？,0
1183,肺结核,肺结核对身体的危害有哪些,肺结核对身体有哪些危害？,1
1184,肺结核,肺结核对身体的危害有哪些,肺结核对于身体有什么危害？,1
1185,肺结核,肺结核对身体的危害有哪些,肺结核病吃什么对身体好？,0
1186,肺结核,肺结核对身体的危害有哪些,怎么运动才有利于肺结核病人身体呢？,0
1187,肺结核,肺结核对身体的危害有哪些,肺结核病人怎么治疗对身体好？,0
1188,肺结核,肺结核是什么原因导致的？,肺结核是什么原因引起的？,1
1189,肺结核,肺结核是什么原因导致的？,造成肺结核的原因是什么？,1
1190,肺结核,肺结核是什么原因导致的？,肺结核的前提症状是什么？,0
1191,肺结核,肺结核是什么原因导致的？,肺结核可以治愈吗？,0
1192,肺结核,肺结核是什么原因导致的？,肺结核会传染吗？,0
1193,肺结核,肺结核病人吃什么食物好呢?,吃什么食物对肺结核病人好呢?,1
1194,肺结核,肺结核病人吃什么食物好呢?,肺结核病人适宜吃什么食物？,1
1195,肺结核,肺结核病人吃什么食物好呢?,肺结核病人在饮食上有什么要注意的？,0
1196,肺结核,肺结核病人吃什么食物好呢?,肺结核病人能吃什么药？,0
1197,肺结核,肺结核病人吃什么食物好呢?,肺结核应该怎么预防？,0
1198,肺结核,肺结核病要怎样治疗，会传染吗？,肺结核病如何医治，是否传染？,1
1199,肺结核,肺结核病要怎样治疗，会传染吗？,怎么治疗肺结核病，这个病传染吗？,1
1200,肺结核,肺结核病要怎样治疗，会传染吗？,肺结核病严重吗？会引发其他疾病吗？,0
1201,肺结核,肺结核病要怎样治疗，会传染吗？,肺结核病情跟自身抵抗力有关吗？,0
1202,肺结核,肺结核病要怎样治疗，会传染吗？,肺结核病传播途径是什么？,0
1203,肺结核,肺结核长期使用酶联素是否有副作用,肺结核长期使用酶联素有副作用吗？,1
1204,肺结核,肺结核长期使用酶联素是否有副作用,肺结核长期使用酶联素会不会有副作用？,1
1205,肺结核,肺结核长期使用酶联素是否有副作用,过量服用酶联素有什么后果？,0
1206,肺结核,肺结核长期使用酶联素是否有副作用,肺结核吃酶联素效果好吗？,0
1207,肺结核,肺结核长期使用酶联素是否有副作用,酶联素要注意什么？,0
1208,肺结核,链利福平可以医治肺结核吗？,链利福平能医治肺结核吗？,1
1209,肺结核,利福平可以医治肺结核吗？,利福平能否医治肺结核,1
1210,肺结核,利福平可以医治肺结核吗？,利福平可以医治上什么病状？,0
1211,肺结核,利福平可以医治肺结核吗？,利福平的用法用量是什么,0
1212,肺结核,利福平可以医治肺结核吗？,利福平适用于什么症状,0
1213,肺结核,如何缓解小儿肺结核引起的咳嗽？,缓解小儿肺结核引起的咳嗽有什么方法？,1
1214,肺结核,如何缓解小儿肺结核引起的咳嗽？,怎么缓解小儿肺结核引起的咳嗽？,1
1215,肺结核,如何缓解小儿肺结核引起的咳嗽？,小儿肺结核会引发咳嗽吗？,0
1216,肺结核,如何缓解小儿肺结核引起的咳嗽？,小儿肺结核有哪些症状？,0
1217,肺结核,如何缓解小儿肺结核引起的咳嗽？,如何治疗小儿肺结核？,0
1218,肺结核,婴幼儿肺结核吃什么药？,肺结核的婴幼儿吃什么药？,1
1219,肺结核,婴幼儿肺结核吃什么药？,婴幼儿的肺结核了该吃什么药？,1
1220,肺结核,婴幼儿肺结核吃什么药？,婴幼儿肺结核可以预防吗？,0
1221,肺结核,婴幼儿肺结核吃什么药？,婴幼儿肺结核的病因是什么？,0
1222,肺结核,婴幼儿肺结核吃什么药？,婴幼儿肺结核会留下后遗症吗？,0
1223,肺结核,孕妇有肺结核可以服用乙胺丁醇吗,孕妇服用乙胺丁醇治疗肺结核可以吗,1
1224,肺结核,孕妇有肺结核可以服用乙胺丁醇吗,孕妇患有肺结核服用乙胺丁醇有什么副作用,1
1225,肺结核,孕妇有肺结核可以服用乙胺丁醇吗,乙胺丁醇是中药还是西药,0
1226,肺结核,孕妇有肺结核可以服用乙胺丁醇吗,乙胺丁醇一盒多少片,0
1227,肺结核,孕妇有肺结核可以服用乙胺丁醇吗,可以长期服用乙胺丁醇吗,0
1228,肺结核,孩子肺结核引起反复发烧是原因,什么原因引起孩子肺结核反复发烧,1
1229,肺结核,孩子肺结核引起反复发烧是原因,引起孩子肺结核反复发烧的诱因是什么,1
1230,肺结核,孩子肺结核引起反复发烧是原因,孩子肺结核反复发烧吃什么药,0
1231,肺结核,孩子肺结核引起反复发烧是原因,孩子肺结核反复发烧是肺炎吗,0
1232,肺结核,孩子肺结核引起反复发烧是原因,孩子发烧需要打点滴吗,0
1233,肺结核,孩子感冒咳嗽如何判断是肺结核,孩子感冒咳嗽怎么判断是肺结核,1
1234,肺结核,孩子感冒咳嗽如何判断是肺结核,孩子感冒咳嗽怎么看出来是肺结核,1
1235,肺结核,孩子感冒咳嗽如何判断是肺结核,宝宝一个月两次感冒咳嗽，是肺结核吗,0
1236,肺结核,孩子感冒咳嗽如何判断是肺结核,急性肺结核宝宝感冒咳嗽,0
1237,肺结核,孩子感冒咳嗽如何判断是肺结核,肺结核孩子感冒咳嗽，鼻塞,0
1238,肺结核,孩子感冒咳嗽如何判断是肺结核,孩子肺结核的症状是感冒咳嗽吗,1
1239,肺结核,孩子感冒咳嗽如何判断是肺结核,孩子感冒咳嗽怎样判断是肺结核,1
1240,肺结核,孩子感冒咳嗽如何判断是肺结核,孩子感冒咳嗽是肺炎吗,0
1241,肺结核,孩子感冒咳嗽如何判断是肺结核,孩子感冒咳嗽吃什么药,0
1242,肺结核,孩子感冒咳嗽如何判断是肺结核,孩子感冒咳嗽是怎么回事,0
1243,肺结核,宝宝肺结核反复发烧该如何治疗,宝宝肺结核反复发烧怎么治？,1
1244,肺结核,宝宝肺结核反复发烧该如何治疗,宝宝肺结核反复发烧该怎样进行治疗,1
1245,肺结核,宝宝肺结核反复发烧该如何治疗,一周岁宝宝肺结核反复发烧，两天了需要输液治疗吗？,0
1246,肺结核,宝宝肺结核反复发烧该如何治疗,10岁小孩肺结核反复发烧如何治疗,0
1247,肺结核,宝宝肺结核反复发烧该如何治疗,小孩反复肺结核，发烧怎么根治？,0
1248,肺结核,宝宝肺结核怎么办？,怎么应对宝宝的肺结核？,1
1249,肺结核,宝宝肺结核怎么办？,宝宝的肺结核怎么应对？,1
1250,肺结核,宝宝肺结核怎么办？,宝宝肺结核吃消炎药一般多久痊愈？,0
1251,肺结核,宝宝肺结核怎么办？,宝宝肺结核吃消炎药有用吗？,0
1252,肺结核,宝宝肺结核怎么办？,宝宝肺结核吃什么消炎药？,0
1253,肺结核,宝宝肺结核性支气管炎怎么办,宝宝有肺结核性支气管炎如何处理？,1
1254,肺结核,宝宝肺结核性支气管炎怎么办,宝宝肺结核性支气管炎该怎么治疗？,1
1255,肺结核,宝宝肺结核性支气管炎怎么办,宝宝肺结核性支气管炎是什么原因？,0
1256,肺结核,宝宝肺结核性支气管炎怎么办,肺结核性支气管炎怎么预防？,0
1257,肺结核,宝宝肺结核性支气管炎怎么办,肺结核性支气管炎有什么症状？,0
1258,肺结核,宝宝是否得了新生儿肺结核？,怎么确定宝宝得了肺结核？,1
1259,肺结核,宝宝是否得了新生儿肺结核？,如何诊断宝宝得了肺结核？,1
1260,肺结核,宝宝是否得了新生儿肺结核？,婴儿肺结核的症状有哪些？,0
1261,肺结核,宝宝是否得了新生儿肺结核？,宝宝肺结核怎么治疗？,0
1262,肺结核,宝宝是否得了新生儿肺结核？,宝宝得了肺炎，为什么要查衣原体和支原体？,0
1263,肺结核,小儿肺结核怎么办？,怎么应对小儿肺结核？,1
1264,肺结核,小儿肺结核怎么办？,小儿肺结核怎么应对？,1
1265,肺结核,小儿肺结核怎么办？,小儿肺结核如何预防？,0
1266,肺结核,小儿肺结核怎么办？,小儿肺结核吃药没有效果怎么办？,0
1267,肺结核,小儿肺结核怎么办？,小儿肺结核可以用哪些药？,0
1268,肺结核,小儿推拿能治疗肺结核吗,小儿推拿能否治疗肺结核？,1
1269,肺结核,小儿推拿能治疗肺结核吗,小儿推拿可以治肺结核吗？,1
1270,肺结核,小儿推拿能治疗肺结核吗,孩子支原体咳嗽有什么按摩方法？,0
1271,肺结核,小儿推拿能治疗肺结核吗,孩子支原体咳嗽怎么回事？,0
1272,肺结核,小儿推拿能治疗肺结核吗,孩子支原体咳嗽吃什么好？,0
1273,肺结核,小儿肺结核传染吗？,小儿肺结核会不会传染？,1
1274,肺结核,小儿肺结核传染吗？,小儿肺结核会传染给别人吗？,1
1275,肺结核,小儿肺结核传染吗？,小儿肺结核是怎么传播的？,0
1276,肺结核,小儿肺结核传染吗？,小儿肺结核的症状有哪些？,0
1277,肺结核,小儿肺结核传染吗？,怎么治疗小儿肺结核？,0
1278,肺结核,小儿肺结核复发了该怎么办？,小儿肺结核复发了如何是好？,1
1279,肺结核,小儿肺结核复发了该怎么办？,小儿肺结核复发了怎么做？,1
1280,肺结核,小儿肺结核复发了该怎么办？,小儿肺结核会复发吗？,0
1281,肺结核,小儿肺结核复发了该怎么办？,小儿肺结核有什么症状？,0
1282,肺结核,小儿肺结核复发了该怎么办？,小儿肺结核多长时间能治好？,0
1283,肺结核,小儿肺结核护理需要注意什么？,小儿肺结核护理期间有什么需要注意？,1
1284,肺结核,小儿肺结核护理需要注意什么？,小儿肺结核护理有什么注意事项？,1
1285,肺结核,小儿肺结核护理需要注意什么？,小儿肺结核阳性输液几天能康复？,0
1286,肺结核,小儿肺结核护理需要注意什么？,小儿肺结核治愈标准是什么？,0
1287,肺结核,小儿肺结核护理需要注意什么？,肺结核治愈后会复发吗？,0
1288,肺结核,小儿肺结核治愈的标准？,小儿肺结核治愈的标准是什么？,1
1289,肺结核,小儿肺结核治愈的标准？,确定小儿肺结核治愈有何标准？,1
1290,肺结核,小儿肺结核治愈的标准？,小儿肺结核治愈会复发吗？,0
1291,肺结核,小儿肺结核治愈的标准？,怎么诊断小儿肺结核？,0
1292,肺结核,小儿肺结核治愈的标准？,小儿肺结核有哪些病症？,0
